Crop,Area 2006-07_x,Area 2007-08_x,Area 2008-09_x,Area 2009-10_x,Area 2010-11_x,Yield 2006-07_x,Yield 2007-08_x,Yield 2008-09_x,Yield 2009-10_x,Yield 2010-11_x,Production,Year,Production 2006-07_x,Production 2007-08_x,Production 2008-09_x,Production 2009-10_x,Production 2010-11_x,Yield 2006-07_y,Yield 2007-08_y,Yield 2008-09_y,Yield 2009-10_y,Yield 2010-11_y,Area,Production 2006-07_y,Production 2007-08_y,Production 2008-09_y,Production 2009-10_y,Production 2010-11_y,Area 2006-07_y,Area 2007-08_y,Area 2008-09_y,Area 2009-10_y,Area 2010-11_y,Yield,State,Cost of Cultivation (`/Hectare) A2+FL,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare),Variety,Season/ duration in days,Recommended Zone,Unnamed: 4,IndexVal,TimeseriesValue
Groundnut,124.1,139.1,136.3,121.1,129.5,92.8,156.3,124.6,106.2,151.2,195.7,2011,115.2,217.5,169.8,128.6,195.7,92.8,156.3,124.6,106.2,151.2,129.5,115.2,217.5,169.8,128.6,195.7,124.1,139.1,136.3,121.1,129.5,151.2,,,,,,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",nan,,8.264782
Jowar,120.7,110.6,107.3,111.0,105.2,103.0,124.6,117.4,105.0,115.8,124.3,2007,124.3,137.8,126.0,116.5,121.8,103.0,124.6,117.4,105.0,115.8,120.7,124.3,137.8,126.0,116.5,121.8,120.7,110.6,107.3,111.0,105.2,103.0,,,,,,,,,,,7.1508
Jowar,120.7,110.6,107.3,111.0,105.2,103.0,124.6,117.4,105.0,115.8,137.8,2008,124.3,137.8,126.0,116.5,121.8,103.0,124.6,117.4,105.0,115.8,110.6,124.3,137.8,126.0,116.5,121.8,120.7,110.6,107.3,111.0,105.2,124.6,,,,,,,,,,,7.9259
Jowar,120.7,110.6,107.3,111.0,105.2,103.0,124.6,117.4,105.0,115.8,126.0,2009,124.3,137.8,126.0,116.5,121.8,103.0,124.6,117.4,105.0,115.8,107.3,124.3,137.8,126.0,116.5,121.8,120.7,110.6,107.3,111.0,105.2,117.4,,,,,,,,,,,7.2456
Jowar,120.7,110.6,107.3,111.0,105.2,103.0,124.6,117.4,105.0,115.8,116.5,2010,124.3,137.8,126.0,116.5,121.8,103.0,124.6,117.4,105.0,115.8,111.0,124.3,137.8,126.0,116.5,121.8,120.7,110.6,107.3,111.0,105.2,105.0,,,,,,,,,,,6.698203
Jowar,120.7,110.6,107.3,111.0,105.2,103.0,124.6,117.4,105.0,115.8,121.8,2011,124.3,137.8,126.0,116.5,121.8,103.0,124.6,117.4,105.0,115.8,105.2,124.3,137.8,126.0,116.5,121.8,120.7,110.6,107.3,111.0,105.2,115.8,,,,,,,,,,,7.003147
Jute,103.6,106.4,102.6,106.0,101.1,212.7,205.2,200.5,226.3,211.5,220.3,2007,220.3,218.3,205.8,239.8,213.8,212.7,205.2,200.5,226.3,211.5,103.6,220.3,218.3,205.8,239.8,213.8,103.6,106.4,102.6,106.0,101.1,212.7,,,,,,SUDHANGSU (JBO-1),nan,"West Bengal, Assam, Bihar and Orissa.",nan,,10.3171
Jute,103.6,106.4,102.6,106.0,101.1,212.7,205.2,200.5,226.3,211.5,218.3,2008,220.3,218.3,205.8,239.8,213.8,212.7,205.2,200.5,226.3,211.5,106.4,220.3,218.3,205.8,239.8,213.8,103.6,106.4,102.6,106.0,101.1,205.2,,,,,,SUDHANGSU (JBO-1),nan,"West Bengal, Assam, Bihar and Orissa.",nan,,10.2201
Jute,103.6,106.4,102.6,106.0,101.1,212.7,205.2,200.5,226.3,211.5,205.8,2009,220.3,218.3,205.8,239.8,213.8,212.7,205.2,200.5,226.3,211.5,102.6,220.3,218.3,205.8,239.8,213.8,103.6,106.4,102.6,106.0,101.1,200.5,,,,,,SUDHANGSU (JBO-1),nan,"West Bengal, Assam, Bihar and Orissa.",nan,,9.6344
Jute,103.6,106.4,102.6,106.0,101.1,212.7,205.2,200.5,226.3,211.5,239.8,2010,220.3,218.3,205.8,239.8,213.8,212.7,205.2,200.5,226.3,211.5,106.0,220.3,218.3,205.8,239.8,213.8,103.6,106.4,102.6,106.0,101.1,226.3,,,,,,SUDHANGSU (JBO-1),nan,"West Bengal, Assam, Bihar and Orissa.",nan,,11.230374
Jute,103.6,106.4,102.6,106.0,101.1,212.7,205.2,200.5,226.3,211.5,213.8,2011,220.3,218.3,205.8,239.8,213.8,212.7,205.2,200.5,226.3,211.5,101.1,220.3,218.3,205.8,239.8,213.8,103.6,106.4,102.6,106.0,101.1,211.5,,,,,,SUDHANGSU (JBO-1),nan,"West Bengal, Assam, Bihar and Orissa.",nan,,10.009412
Jute & Mesta,95.7,98.3,92.2,92.7,89.3,209.7,203.0,200.1,227.0,211.8,200.7,2007,200.7,199.6,184.5,210.4,189.1,209.7,203.0,200.1,227.0,211.8,95.7,200.7,199.6,184.5,210.4,189.1,95.7,98.3,92.2,92.7,89.3,209.7,,,,,,,,,,,
Jute & Mesta,95.7,98.3,92.2,92.7,89.3,209.7,203.0,200.1,227.0,211.8,199.6,2008,200.7,199.6,184.5,210.4,189.1,209.7,203.0,200.1,227.0,211.8,98.3,200.7,199.6,184.5,210.4,189.1,95.7,98.3,92.2,92.7,89.3,203.0,,,,,,,,,,,
Jute & Mesta,95.7,98.3,92.2,92.7,89.3,209.7,203.0,200.1,227.0,211.8,184.5,2009,200.7,199.6,184.5,210.4,189.1,209.7,203.0,200.1,227.0,211.8,92.2,200.7,199.6,184.5,210.4,189.1,95.7,98.3,92.2,92.7,89.3,200.1,,,,,,,,,,,
Jute & Mesta,95.7,98.3,92.2,92.7,89.3,209.7,203.0,200.1,227.0,211.8,210.4,2010,200.7,199.6,184.5,210.4,189.1,209.7,203.0,200.1,227.0,211.8,92.7,200.7,199.6,184.5,210.4,189.1,95.7,98.3,92.2,92.7,89.3,227.0,,,,,,,,,,,
Jute & Mesta,95.7,98.3,92.2,92.7,89.3,209.7,203.0,200.1,227.0,211.8,189.1,2011,200.7,199.6,184.5,210.4,189.1,209.7,203.0,200.1,227.0,211.8,89.3,200.7,199.6,184.5,210.4,189.1,95.7,98.3,92.2,92.7,89.3,211.8,,,,,,,,,,,
Linseed,47.9,51.3,44.8,37.5,39.4,116.8,106.1,126.0,136.5,123.9,55.9,2007,55.9,54.4,56.4,51.2,48.8,116.8,106.1,126.0,136.5,123.9,47.9,55.9,54.4,56.4,51.2,48.8,47.9,51.3,44.8,37.5,39.4,116.8,,,,,,JLS-67 (Shival),114,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",nan,,0.1679
Linseed,47.9,51.3,44.8,37.5,39.4,116.8,106.1,126.0,136.5,123.9,54.4,2008,55.9,54.4,56.4,51.2,48.8,116.8,106.1,126.0,136.5,123.9,51.3,55.9,54.4,56.4,51.2,48.8,47.9,51.3,44.8,37.5,39.4,106.1,,,,,,JLS-67 (Shival),114,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",nan,,0.1634
Linseed,47.9,51.3,44.8,37.5,39.4,116.8,106.1,126.0,136.5,123.9,56.4,2009,55.9,54.4,56.4,51.2,48.8,116.8,106.1,126.0,136.5,123.9,44.8,55.9,54.4,56.4,51.2,48.8,47.9,51.3,44.8,37.5,39.4,126.0,,,,,,JLS-67 (Shival),114,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",nan,,0.169183
Linseed,47.9,51.3,44.8,37.5,39.4,116.8,106.1,126.0,136.5,123.9,51.2,2010,55.9,54.4,56.4,51.2,48.8,116.8,106.1,126.0,136.5,123.9,37.5,55.9,54.4,56.4,51.2,48.8,47.9,51.3,44.8,37.5,39.4,136.5,,,,,,JLS-67 (Shival),114,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",nan,,0.153703
Linseed,47.9,51.3,44.8,37.5,39.4,116.8,106.1,126.0,136.5,123.9,48.8,2011,55.9,54.4,56.4,51.2,48.8,116.8,106.1,126.0,136.5,123.9,39.4,55.9,54.4,56.4,51.2,48.8,47.9,51.3,44.8,37.5,39.4,123.9,,,,,,JLS-67 (Shival),114,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",nan,,0.146544
Maize,156.1,160.5,161.6,163.4,169.1,127.3,155.5,160.7,134.7,169.1,198.8,2007,198.8,249.6,259.8,220.1,286.0,127.3,155.5,160.7,134.7,169.1,156.1,198.8,249.6,259.8,220.1,286.0,156.1,160.5,161.6,163.4,169.1,127.3,,,,,,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,nan,,15.097
Maize,156.1,160.5,161.6,163.4,169.1,127.3,155.5,160.7,134.7,169.1,249.6,2008,198.8,249.6,259.8,220.1,286.0,127.3,155.5,160.7,134.7,169.1,160.5,198.8,249.6,259.8,220.1,286.0,156.1,160.5,161.6,163.4,169.1,155.5,,,,,,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,nan,,18.9554
Maize,156.1,160.5,161.6,163.4,169.1,127.3,155.5,160.7,134.7,169.1,259.8,2009,198.8,249.6,259.8,220.1,286.0,127.3,155.5,160.7,134.7,169.1,161.6,198.8,249.6,259.8,220.1,286.0,156.1,160.5,161.6,163.4,169.1,160.7,,,,,,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,nan,,19.7314
Maize,156.1,160.5,161.6,163.4,169.1,127.3,155.5,160.7,134.7,169.1,220.1,2010,198.8,249.6,259.8,220.1,286.0,127.3,155.5,160.7,134.7,169.1,163.4,198.8,249.6,259.8,220.1,286.0,156.1,160.5,161.6,163.4,169.1,134.7,,,,,,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,nan,,16.719467
Maize,156.1,160.5,161.6,163.4,169.1,127.3,155.5,160.7,134.7,169.1,286.0,2011,198.8,249.6,259.8,220.1,286.0,127.3,155.5,160.7,134.7,169.1,169.1,198.8,249.6,259.8,220.1,286.0,156.1,160.5,161.6,163.4,169.1,169.1,,,,,,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,nan,,21.725752
Mesta,67.2,69.1,54.5,44.5,46.6,121.6,122.5,114.6,112.7,112.0,81.7,2007,81.7,84.6,62.4,50.1,52.2,121.6,122.5,114.6,112.7,112.0,67.2,81.7,84.6,62.4,50.1,52.2,67.2,69.1,54.5,44.5,46.6,121.6,,,,,,SNEHA  (JRM-3),-,Traditional Mesta Growing belt of the Country under rainfed conditions.,nan,,0.9559
Mesta,67.2,69.1,54.5,44.5,46.6,121.6,122.5,114.6,112.7,112.0,84.6,2008,81.7,84.6,62.4,50.1,52.2,121.6,122.5,114.6,112.7,112.0,69.1,81.7,84.6,62.4,50.1,52.2,67.2,69.1,54.5,44.5,46.6,122.5,,,,,,SNEHA  (JRM-3),-,Traditional Mesta Growing belt of the Country under rainfed conditions.,nan,,0.9904
Mesta,67.2,69.1,54.5,44.5,46.6,121.6,122.5,114.6,112.7,112.0,62.4,2009,81.7,84.6,62.4,50.1,52.2,121.6,122.5,114.6,112.7,112.0,54.5,81.7,84.6,62.4,50.1,52.2,67.2,69.1,54.5,44.5,46.6,114.6,,,,,,SNEHA  (JRM-3),-,Traditional Mesta Growing belt of the Country under rainfed conditions.,nan,,0.7309
Mesta,67.2,69.1,54.5,44.5,46.6,121.6,122.5,114.6,112.7,112.0,50.1,2010,81.7,84.6,62.4,50.1,52.2,121.6,122.5,114.6,112.7,112.0,44.5,81.7,84.6,62.4,50.1,52.2,67.2,69.1,54.5,44.5,46.6,112.7,,,,,,SNEHA  (JRM-3),-,Traditional Mesta Growing belt of the Country under rainfed conditions.,nan,,0.587028
Mesta,67.2,69.1,54.5,44.5,46.6,121.6,122.5,114.6,112.7,112.0,52.2,2011,81.7,84.6,62.4,50.1,52.2,121.6,122.5,114.6,112.7,112.0,46.6,81.7,84.6,62.4,50.1,52.2,67.2,69.1,54.5,44.5,46.6,112.0,,,,,,SNEHA  (JRM-3),-,Traditional Mesta Growing belt of the Country under rainfed conditions.,nan,,0.610752
Niger seed,75.7,65.8,63.5,60.6,59.9,86.0,89.6,99.2,88.8,96.90000000000001,65.1,2007,65.1,59.0,63.0,53.8,58.0,86.0,89.6,99.2,88.8,96.90000000000001,75.7,65.1,59.0,63.0,53.8,58.0,75.7,65.8,63.5,60.6,59.9,86.0,,,,,,,,,,,
Niger seed,75.7,65.8,63.5,60.6,59.9,86.0,89.6,99.2,88.8,96.90000000000001,59.0,2008,65.1,59.0,63.0,53.8,58.0,86.0,89.6,99.2,88.8,96.90000000000001,65.8,65.1,59.0,63.0,53.8,58.0,75.7,65.8,63.5,60.6,59.9,89.6,,,,,,,,,,,
Niger seed,75.7,65.8,63.5,60.6,59.9,86.0,89.6,99.2,88.8,96.90000000000001,63.0,2009,65.1,59.0,63.0,53.8,58.0,86.0,89.6,99.2,88.8,96.90000000000001,63.5,65.1,59.0,63.0,53.8,58.0,75.7,65.8,63.5,60.6,59.9,99.2,,,,,,,,,,,
Niger seed,75.7,65.8,63.5,60.6,59.9,86.0,89.6,99.2,88.8,96.90000000000001,53.8,2010,65.1,59.0,63.0,53.8,58.0,86.0,89.6,99.2,88.8,96.90000000000001,60.6,65.1,59.0,63.0,53.8,58.0,75.7,65.8,63.5,60.6,59.9,88.8,,,,,,,,,,,
Niger seed,75.7,65.8,63.5,60.6,59.9,86.0,89.6,99.2,88.8,96.90000000000001,58.0,2011,65.1,59.0,63.0,53.8,58.0,86.0,89.6,99.2,88.8,96.90000000000001,59.9,65.1,59.0,63.0,53.8,58.0,75.7,65.8,63.5,60.6,59.9,96.9,,,,,,,,,,,
Nine Oilseeds,126.1,126.9,131.0,123.4,129.4,116.7,142.0,128.1,122.1,152.0,147.1,2007,147.1,180.2,167.9,150.7,196.7,116.7,142.0,128.1,122.1,152.0,126.1,147.1,180.2,167.9,150.7,196.7,126.1,126.9,131.0,123.4,129.4,116.7,,,,,,,,,,,25.41
Nine Oilseeds,126.1,126.9,131.0,123.4,129.4,116.7,142.0,128.1,122.1,152.0,180.2,2008,147.1,180.2,167.9,150.7,196.7,116.7,142.0,128.1,122.1,152.0,126.9,147.1,180.2,167.9,150.7,196.7,126.1,126.9,131.0,123.4,129.4,142.0,,,,,,,,,,,26.45
Nine Oilseeds,126.1,126.9,131.0,123.4,129.4,116.7,142.0,128.1,122.1,152.0,167.9,2009,147.1,180.2,167.9,150.7,196.7,116.7,142.0,128.1,122.1,152.0,131.0,147.1,180.2,167.9,150.7,196.7,126.1,126.9,131.0,123.4,129.4,128.1,,,,,,,,,,,27.23
Nine Oilseeds,126.1,126.9,131.0,123.4,129.4,116.7,142.0,128.1,122.1,152.0,150.7,2010,147.1,180.2,167.9,150.7,196.7,116.7,142.0,128.1,122.1,152.0,123.4,147.1,180.2,167.9,150.7,196.7,126.1,126.9,131.0,123.4,129.4,122.1,,,,,,,,,,,26.92
Nine Oilseeds,126.1,126.9,131.0,123.4,129.4,116.7,142.0,128.1,122.1,152.0,196.7,2011,147.1,180.2,167.9,150.7,196.7,116.7,142.0,128.1,122.1,152.0,129.4,147.1,180.2,167.9,150.7,196.7,126.1,126.9,131.0,123.4,129.4,152.0,,,,,,,,,,,26.79
Onion,207.7,208.4,246.8,223.6,314.7,115.8,118.7,148.8,147.1,130.0,240.5,2007,240.5,247.3,367.1,329.1,409.1,115.8,118.7,148.8,147.1,130.0,207.7,240.5,247.3,367.1,329.1,409.1,207.7,208.4,246.8,223.6,314.7,115.8,,,,,,,,,,,
Onion,207.7,208.4,246.8,223.6,314.7,115.8,118.7,148.8,147.1,130.0,247.3,2008,240.5,247.3,367.1,329.1,409.1,115.8,118.7,148.8,147.1,130.0,208.4,240.5,247.3,367.1,329.1,409.1,207.7,208.4,246.8,223.6,314.7,118.7,,,,,,,,,,,
Onion,207.7,208.4,246.8,223.6,314.7,115.8,118.7,148.8,147.1,130.0,367.1,2009,240.5,247.3,367.1,329.1,409.1,115.8,118.7,148.8,147.1,130.0,246.8,240.5,247.3,367.1,329.1,409.1,207.7,208.4,246.8,223.6,314.7,148.8,,,,,,,,,,,
Onion,207.7,208.4,246.8,223.6,314.7,115.8,118.7,148.8,147.1,130.0,329.1,2010,240.5,247.3,367.1,329.1,409.1,115.8,118.7,148.8,147.1,130.0,223.6,240.5,247.3,367.1,329.1,409.1,207.7,208.4,246.8,223.6,314.7,147.1,,,,,,,,,,,
Onion,207.7,208.4,246.8,223.6,314.7,115.8,118.7,148.8,147.1,130.0,409.1,2011,240.5,247.3,367.1,329.1,409.1,115.8,118.7,148.8,147.1,130.0,314.7,240.5,247.3,367.1,329.1,409.1,207.7,208.4,246.8,223.6,314.7,130.0,,,,,,,,,,,
Other Pulses,131.3,133.8,117.1,126.1,139.1,105.9,111.3,112.2,93.9,129.0,139.1,2007,139.1,148.9,131.4,118.4,179.5,105.9,111.3,112.2,93.9,129.0,131.3,139.1,148.9,131.4,118.4,179.5,131.3,133.8,117.1,126.1,139.1,105.9,,,,,,,,,,,
Other Pulses,131.3,133.8,117.1,126.1,139.1,105.9,111.3,112.2,93.9,129.0,148.9,2008,139.1,148.9,131.4,118.4,179.5,105.9,111.3,112.2,93.9,129.0,133.8,139.1,148.9,131.4,118.4,179.5,131.3,133.8,117.1,126.1,139.1,111.3,,,,,,,,,,,
Other Pulses,131.3,133.8,117.1,126.1,139.1,105.9,111.3,112.2,93.9,129.0,131.4,2009,139.1,148.9,131.4,118.4,179.5,105.9,111.3,112.2,93.9,129.0,117.1,139.1,148.9,131.4,118.4,179.5,131.3,133.8,117.1,126.1,139.1,112.2,,,,,,,,,,,
Other Pulses,131.3,133.8,117.1,126.1,139.1,105.9,111.3,112.2,93.9,129.0,118.4,2010,139.1,148.9,131.4,118.4,179.5,105.9,111.3,112.2,93.9,129.0,126.1,139.1,148.9,131.4,118.4,179.5,131.3,133.8,117.1,126.1,139.1,93.9,,,,,,,,,,,
Other Pulses,131.3,133.8,117.1,126.1,139.1,105.9,111.3,112.2,93.9,129.0,179.5,2011,139.1,148.9,131.4,118.4,179.5,105.9,111.3,112.2,93.9,129.0,139.1,139.1,148.9,131.4,118.4,179.5,131.3,133.8,117.1,126.1,139.1,129.0,,,,,,,,,,,
Potato,142.2,148.8,175.1,175.8,178.4,95.5,117.1,120.2,127.4,145.2,135.7,2007,135.7,174.2,210.5,223.8,259.1,95.5,117.1,120.2,127.4,145.2,142.2,135.7,174.2,210.5,223.8,259.1,142.2,148.8,175.1,175.8,178.4,95.5,,,,,,,,,,,22.2
Potato,142.2,148.8,175.1,175.8,178.4,95.5,117.1,120.2,127.4,145.2,174.2,2008,135.7,174.2,210.5,223.8,259.1,95.5,117.1,120.2,127.4,145.2,148.8,135.7,174.2,210.5,223.8,259.1,142.2,148.8,175.1,175.8,178.4,117.1,,,,,,,,,,,28.5
Potato,142.2,148.8,175.1,175.8,178.4,95.5,117.1,120.2,127.4,145.2,210.5,2009,135.7,174.2,210.5,223.8,259.1,95.5,117.1,120.2,127.4,145.2,175.1,135.7,174.2,210.5,223.8,259.1,142.2,148.8,175.1,175.8,178.4,120.2,,,,,,,,,,,
Potato,142.2,148.8,175.1,175.8,178.4,95.5,117.1,120.2,127.4,145.2,223.8,2010,135.7,174.2,210.5,223.8,259.1,95.5,117.1,120.2,127.4,145.2,175.8,135.7,174.2,210.5,223.8,259.1,142.2,148.8,175.1,175.8,178.4,127.4,,,,,,,,,,,
Potato,142.2,148.8,175.1,175.8,178.4,95.5,117.1,120.2,127.4,145.2,259.1,2011,135.7,174.2,210.5,223.8,259.1,95.5,117.1,120.2,127.4,145.2,178.4,135.7,174.2,210.5,223.8,259.1,142.2,148.8,175.1,175.8,178.4,145.2,,,,,,,,,,,
Ragi,60.2,70.9,70.6,64.8,65.8,93.2,117.9,112.2,113.2,129.6,56.1,2007,56.1,83.6,79.3,73.4,85.2,93.2,117.9,112.2,113.2,129.6,60.2,56.1,83.6,79.3,73.4,85.2,60.2,70.9,70.6,64.8,65.8,93.2,,,,,,,,,,,1.4436
Ragi,60.2,70.9,70.6,64.8,65.8,93.2,117.9,112.2,113.2,129.6,83.6,2008,56.1,83.6,79.3,73.4,85.2,93.2,117.9,112.2,113.2,129.6,70.9,56.1,83.6,79.3,73.4,85.2,60.2,70.9,70.6,64.8,65.8,117.9,,,,,,,,,,,2.1522
Ragi,60.2,70.9,70.6,64.8,65.8,93.2,117.9,112.2,113.2,129.6,79.3,2009,56.1,83.6,79.3,73.4,85.2,93.2,117.9,112.2,113.2,129.6,70.6,56.1,83.6,79.3,73.4,85.2,60.2,70.9,70.6,64.8,65.8,112.2,,,,,,,,,,,2.0399
Ragi,60.2,70.9,70.6,64.8,65.8,93.2,117.9,112.2,113.2,129.6,73.4,2010,56.1,83.6,79.3,73.4,85.2,93.2,117.9,112.2,113.2,129.6,64.8,56.1,83.6,79.3,73.4,85.2,60.2,70.9,70.6,64.8,65.8,113.2,,,,,,,,,,,1.888462
Ragi,60.2,70.9,70.6,64.8,65.8,93.2,117.9,112.2,113.2,129.6,85.2,2011,56.1,83.6,79.3,73.4,85.2,93.2,117.9,112.2,113.2,129.6,65.8,56.1,83.6,79.3,73.4,85.2,60.2,70.9,70.6,64.8,65.8,129.6,,,,,,,,,,,2.193451
Rapeseed &Mustard,107.0,91.8,99.3,88.1,108.8,129.6,118.5,135.2,139.9,140.2,138.7,2007,138.7,108.8,134.3,123.2,152.5,129.6,118.5,135.2,139.9,140.2,107.0,138.7,108.8,134.3,123.2,152.5,107.0,91.8,99.3,88.1,108.8,129.6,,,,,,,,,,,
Rapeseed &Mustard,107.0,91.8,99.3,88.1,108.8,129.6,118.5,135.2,139.9,140.2,108.8,2008,138.7,108.8,134.3,123.2,152.5,129.6,118.5,135.2,139.9,140.2,91.8,138.7,108.8,134.3,123.2,152.5,107.0,91.8,99.3,88.1,108.8,118.5,,,,,,,,,,,
Rapeseed &Mustard,107.0,91.8,99.3,88.1,108.8,129.6,118.5,135.2,139.9,140.2,134.3,2009,138.7,108.8,134.3,123.2,152.5,129.6,118.5,135.2,139.9,140.2,99.3,138.7,108.8,134.3,123.2,152.5,107.0,91.8,99.3,88.1,108.8,135.2,,,,,,,,,,,
Rapeseed &Mustard,107.0,91.8,99.3,88.1,108.8,129.6,118.5,135.2,139.9,140.2,123.2,2010,138.7,108.8,134.3,123.2,152.5,129.6,118.5,135.2,139.9,140.2,88.1,138.7,108.8,134.3,123.2,152.5,107.0,91.8,99.3,88.1,108.8,139.9,,,,,,,,,,,
Rapeseed &Mustard,107.0,91.8,99.3,88.1,108.8,129.6,118.5,135.2,139.9,140.2,152.5,2011,138.7,108.8,134.3,123.2,152.5,129.6,118.5,135.2,139.9,140.2,108.8,138.7,108.8,134.3,123.2,152.5,107.0,91.8,99.3,88.1,108.8,140.2,,,,,,,,,,,
Rice,168.5,168.9,175.1,161.2,164.8,119.2,123.1,121.8,118.9,125.2,200.8,2007,200.8,207.9,213.3,191.6,206.4,119.2,123.1,121.8,118.9,125.2,168.5,200.8,207.9,213.3,191.6,206.4,168.5,168.9,175.1,161.2,164.8,119.2,,,,,,,,,,99.0,93.3553
Rice,168.5,168.9,175.1,161.2,164.8,119.2,123.1,121.8,118.9,125.2,207.9,2008,200.8,207.9,213.3,191.6,206.4,119.2,123.1,121.8,118.9,125.2,168.9,200.8,207.9,213.3,191.6,206.4,168.5,168.9,175.1,161.2,164.8,123.1,,,,,,,,,,105.0,96.6929
Rice,168.5,168.9,175.1,161.2,164.8,119.2,123.1,121.8,118.9,125.2,213.3,2009,200.8,207.9,213.3,191.6,206.4,119.2,123.1,121.8,118.9,125.2,175.1,200.8,207.9,213.3,191.6,206.4,168.5,168.9,175.1,161.2,164.8,121.8,,,,,,,,,,112.0,99.1825
Rice,168.5,168.9,175.1,161.2,164.8,119.2,123.1,121.8,118.9,125.2,191.6,2010,200.8,207.9,213.3,191.6,206.4,119.2,123.1,121.8,118.9,125.2,161.2,200.8,207.9,213.3,191.6,206.4,168.5,168.9,175.1,161.2,164.8,118.9,,,,,,,,,,121.0,89.092901
Rice,168.5,168.9,175.1,161.2,164.8,119.2,123.1,121.8,118.9,125.2,206.4,2011,200.8,207.9,213.3,191.6,206.4,119.2,123.1,121.8,118.9,125.2,164.8,200.8,207.9,213.3,191.6,206.4,168.5,168.9,175.1,161.2,164.8,125.2,,,,,,,,,,117.0,95.97981924
Rubber,98.6,138.1,143.8,149.2,149.2,218.5,151.1,151.9,140.9,140.9,215.5,2007,215.5,208.6,216.5,210.1,210.1,218.5,151.1,151.9,140.9,140.9,98.6,215.5,208.6,216.5,210.1,210.1,98.6,138.1,143.8,149.2,149.2,218.5,,,,,,,,,,,
Rubber,98.6,138.1,143.8,149.2,149.2,218.5,151.1,151.9,140.9,140.9,208.6,2008,215.5,208.6,216.5,210.1,210.1,218.5,151.1,151.9,140.9,140.9,138.1,215.5,208.6,216.5,210.1,210.1,98.6,138.1,143.8,149.2,149.2,151.1,,,,,,,,,,,
Rubber,98.6,138.1,143.8,149.2,149.2,218.5,151.1,151.9,140.9,140.9,216.5,2009,215.5,208.6,216.5,210.1,210.1,218.5,151.1,151.9,140.9,140.9,143.8,215.5,208.6,216.5,210.1,210.1,98.6,138.1,143.8,149.2,149.2,151.9,,,,,,,,,,,
Rubber,98.6,138.1,143.8,149.2,149.2,218.5,151.1,151.9,140.9,140.9,210.1,2010,215.5,208.6,216.5,210.1,210.1,218.5,151.1,151.9,140.9,140.9,149.2,215.5,208.6,216.5,210.1,210.1,98.6,138.1,143.8,149.2,149.2,140.9,,,,,,,,,,,
Rubber,98.6,138.1,143.8,149.2,149.2,218.5,151.1,151.9,140.9,140.9,210.1,2011,215.5,208.6,216.5,210.1,210.1,218.5,151.1,151.9,140.9,140.9,149.2,215.5,208.6,216.5,210.1,210.1,98.6,138.1,143.8,149.2,149.2,140.9,,,,,,,,,,,
Safflower,55.8,47.4,43.6,42.6,36.1,120.6,132.6,121.5,117.5,116.7,67.3,2007,67.3,62.8,53.0,50.1,42.1,120.6,132.6,121.5,117.5,116.7,55.8,67.3,62.8,53.0,50.1,42.1,55.8,47.4,43.6,42.6,36.1,120.6,,,,,,,,,,,0.2403
Safflower,55.8,47.4,43.6,42.6,36.1,120.6,132.6,121.5,117.5,116.7,62.8,2008,67.3,62.8,53.0,50.1,42.1,120.6,132.6,121.5,117.5,116.7,47.4,67.3,62.8,53.0,50.1,42.1,55.8,47.4,43.6,42.6,36.1,132.6,,,,,,,,,,,0.2245
Safflower,55.8,47.4,43.6,42.6,36.1,120.6,132.6,121.5,117.5,116.7,53.0,2009,67.3,62.8,53.0,50.1,42.1,120.6,132.6,121.5,117.5,116.7,43.6,67.3,62.8,53.0,50.1,42.1,55.8,47.4,43.6,42.6,36.1,121.5,,,,,,,,,,,0.1892
Safflower,55.8,47.4,43.6,42.6,36.1,120.6,132.6,121.5,117.5,116.7,50.1,2010,67.3,62.8,53.0,50.1,42.1,120.6,132.6,121.5,117.5,116.7,42.6,67.3,62.8,53.0,50.1,42.1,55.8,47.4,43.6,42.6,36.1,117.5,,,,,,,,,,,0.178822
Safflower,55.8,47.4,43.6,42.6,36.1,120.6,132.6,121.5,117.5,116.7,42.1,2011,67.3,62.8,53.0,50.1,42.1,120.6,132.6,121.5,117.5,116.7,36.1,67.3,62.8,53.0,50.1,42.1,55.8,47.4,43.6,42.6,36.1,116.7,,,,,,,,,,,0.150432
